Transaction_ID,Transaction_Date,Customer_ID,Customer_Name,Gender,Age,City,Product_Category,Product,Quantity,Unit_Price,Discount_Percentage,Payment_Method,Gross_Sales,Discount_Amount,Net_Sales
TXN13801,2024-12-27,CUST1068,Amit Srivastava,Male,31,Hyderabad,Books,Children Book,2,342.3,8.16,Debit Card,684.6,55.86,628.74
TXN18003,2024-02-18,CUST1167,Rajesh Patel,Male,60,Pune,Beauty,Shampoo,6,578.14,2.92,Cash,3468.84,101.29,3367.55
TXN17553,2024-07-05,CUST1050,Sunita Verma,Female,46,Hyderabad,Beauty,Lipstick,7,871.97,3.79,Debit Card,6103.79,231.33,5872.46
TXN14873,2024-07-23,CUST1153,Rahul Nair,Male,22,Jaipur,Beauty,Perfume,5,1993.7,27.81,Cash,9968.5,2772.24,7196.26
TXN16173,2024-05-02,CUST1059,Meera Srivastava,Female,48,Pune,Clothing,Saree,3,4996.54,26.73,Credit Card,14989.62,4006.73,10982.89
TXN11724,2024-03-02,CUST1155,Riya Kumar,Female,31,Jaipur,Toys,Action Figure,9,593.14,22.68,Credit Card,5338.26,1210.72,4127.54
TXN10403,2024-08-31,CUST1054,Rajesh Pandey,Male,36,Jaipur,Sports,Football,3,597.13,4.48,Net Banking,1791.39,80.25,1711.14
TXN16540,2024-03-15,CUST1099,Sunita Shah,Female,46,Ahmedabad,Home & Kitchen,Water Bottle,1,593.39,5.38,Debit Card,593.39,31.92,561.47
TXN17327,2024-04-27,CUST1013,Nisha Nair,Female,30,Jaipur,Beauty,Sunscreen,4,373.7,23.67,UPI,1494.8,353.82,1140.98
TXN16551,2024-05-27,CUST1005,Lakshmi Yadav,Female,45,Delhi,Home & Kitchen,Pressure Cooker,4,800.4,16.65,Debit Card,3201.6,533.07,2668.53
TXN13433,2024-09-24,CUST1012,Kiran Kumar,Female,19,Jaipur,Home & Kitchen,Pressure Cooker,9,2391.87,8.16,Net Banking,21526.83,1756.59,19770.24
TXN19276,2024-10-23,CUST1054,Vihaan Singh,Male,56,Surat,Electronics,Smartphone,7,40044.41,0.82,UPI,280310.87,2298.55,278012.32
TXN10111,2024-06-01,CUST1198,Saanvi Tiwari,Female,45,Hyderabad,Electronics,Tablet,9,15177.19,7.02,Credit Card,136594.71,9588.95,127005.76
TXN13209,2024-03-02,CUST1196,Riya Kumar,Female,48,Pune,Books,Children Book,10,220.7,25.37,Debit Card,2207.0,559.92,1647.08
TXN18477,2024-03-15,CUST1113,Ishaan Rao,Male,60,Ahmedabad,Beauty,Lipstick,9,670.88,24.71,Credit Card,6037.92,1491.97,4545.95
TXN12912,2024-05-13,CUST1167,Saanvi Nair,Female,22,Surat,Toys,Remote Car,1,967.7,25.74,UPI,967.7,249.09,718.61
TXN18442,2024-03-10,CUST1081,Meera Verma,Female,47,Chennai,Home & Kitchen,Mixer Grinder,9,3585.67,29.81,UPI,32271.03,9619.99,22651.04
TXN13581,2024-02-12,CUST1105,Ishaan Patel,Male,37,Kolkata,Electronics,Laptop,8,49807.38,14.58,UPI,398459.04,58095.33,340363.71
TXN13983,2024-03-08,CUST1170,Ishaan Shah,Male,26,Pune,Toys,Remote Car,4,801.83,28.52,Net Banking,3207.32,914.73,2292.59
TXN16042,2024-12-25,CUST1085,Nisha Reddy,Female,58,Bangalore,Toys,Doll,5,786.98,1.95,Wallet,3934.9,76.73,3858.17
TXN14909,2024-09-03,CUST1070,Deepak Mishra,Male,47,Delhi,Sports,Yoga Mat,6,522.91,23.76,Debit Card,3137.46,745.46,2392.0
TXN18434,2024-08-25,CUST1063,Kavya Kumar,Female,39,Pune,Home & Kitchen,Bedsheet Set,1,1195.41,7.92,Wallet,1195.41,94.68,1100.73
TXN17320,2024-03-30,CUST1041,Pihu Rao,Female,55,Kolkata,Beauty,Perfume,4,1889.79,23.16,Net Banking,7559.16,1750.7,5808.46
TXN17698,2024-05-20,CUST1157,Ishaan Agarwal,Male,43,Bangalore,Sports,Football,10,1090.54,17.08,Debit Card,10905.4,1862.64,9042.76
TXN16850,2024-01-25,CUST1091,Arjun Gupta,Male,62,Pune,Books,Self-Help Book,10,279.24,6.7,Debit Card,2792.4,187.09,2605.31
TXN15318,2024-05-19,CUST1057,Diya Reddy,Female,64,Pune,Sports,Cricket Bat,9,1747.17,25.86,Debit Card,15724.53,4066.36,11658.17
TXN19435,2024-11-26,CUST1012,Aarav Kumar,Male,20,Pune,Electronics,Earphones,1,2302.21,7.71,Credit Card,2302.21,177.5,2124.71
TXN11671,2024-08-15,CUST1022,Ananya Srivastava,Female,24,Chennai,Beauty,Face Cream,10,789.68,2.03,Wallet,7896.8,160.31,7736.49
TXN10730,2024-06-23,CUST1186,Ananya Mishra,Female,30,Chennai,Electronics,Smartphone,7,32501.03,9.9,Net Banking,227507.21,22523.21,204984.0
TXN17295,2024-01-06,CUST1119,Rohit Kumar,Male,37,Jaipur,Toys,Action Figure,6,806.89,1.48,Credit Card,4841.34,71.65,4769.69
TXN15811,2024-01-24,CUST1106,Kiran Singh,Female,29,Surat,Clothing,Jeans,8,1409.65,21.05,UPI,11277.2,2373.85,8903.35
TXN16176,2024-12-17,CUST1173,Rahul Shah,Male,37,Pune,Electronics,Smartphone,8,35349.62,14.0,Net Banking,282796.96,39591.57,243205.39
TXN14786,2024-07-30,CUST1038,Aditya Rao,Male,27,Surat,Sports,Football,9,1207.79,8.07,UPI,10870.11,877.22,9992.89
TXN19893,2024-04-18,CUST1072,Ayaan Agarwal,Male,51,Surat,Books,Textbook,1,1111.82,23.05,Credit Card,1111.82,256.27,855.55
TXN19418,2024-02-27,CUST1074,Nisha Pandey,Female,59,Bangalore,Home & Kitchen,Curtains,8,572.9,13.55,Debit Card,4583.2,621.02,3962.18
TXN11757,2024-03-01,CUST1150,Kiran Reddy,Female,40,Chennai,Electronics,Smartphone,4,34171.28,20.13,Wallet,136685.12,27514.71,109170.41
TXN14930,2024-12-10,CUST1099,Diya Patel,Female,27,Chennai,Groceries,Rice (5 kg),6,419.91,7.7,Credit Card,2519.46,194.0,2325.46
TXN11802,2024-09-05,CUST1195,Rahul Yadav,Male,33,Surat,Sports,Yoga Mat,3,1166.72,20.74,Credit Card,3500.16,725.93,2774.23
TXN12813,2024-06-01,CUST1090,Aarav Sharma,Male,33,Bangalore,Toys,Doll,9,794.66,16.01,Cash,7151.94,1145.03,6006.91
TXN16942,2024-12-18,CUST1020,Diya Patel,Female,25,Hyderabad,Toys,Remote Car,4,2993.99,14.26,Net Banking,11975.96,1707.77,10268.19
TXN13740,2024-04-08,CUST1136,Reyansh Gupta,Male,63,Hyderabad,Clothing,Saree,10,2908.5,29.64,Cash,29085.0,8620.79,20464.21
TXN12810,2024-05-08,CUST1196,Amit Patel,Male,42,Delhi,Toys,Action Figure,9,860.74,12.1,Credit Card,7746.66,937.35,6809.31
TXN10576,2024-10-23,CUST1039,Rahul Singh,Male,18,Kolkata,Groceries,Rice (5 kg),6,413.73,15.48,Cash,2482.38,384.27,2098.11
TXN15578,2024-07-27,CUST1020,Vihaan Patel,Male,46,Delhi,Sports,Dumbbells,6,2488.95,1.2,Debit Card,14933.7,179.2,14754.5
TXN18931,2024-06-26,CUST1075,Lakshmi Pandey,Female,49,Mumbai,Clothing,Men's T-Shirt,3,444.88,4.69,Net Banking,1334.64,62.59,1272.05
TXN16581,2024-05-08,CUST1084,Arjun Rao,Male,41,Bangalore,Beauty,Sunscreen,1,578.63,5.56,Net Banking,578.63,32.17,546.46
TXN16333,2024-01-10,CUST1053,Aarav Tiwari,Male,33,Kolkata,Toys,Puzzle Set,2,939.22,4.82,Net Banking,1878.44,90.54,1787.9
TXN15831,2024-01-01,CUST1103,Ayaan Srivastava,Male,37,Mumbai,Home & Kitchen,Mixer Grinder,8,2364.28,15.24,Credit Card,18914.24,2882.53,16031.71
TXN10609,2024-04-10,CUST1161,Neha Rao,Female,31,Ahmedabad,Electronics,Earphones,8,4097.59,4.03,Cash,32780.72,1321.06,31459.66
TXN13531,2024-09-21,CUST1115,Sunita Kumar,Female,55,Delhi,Sports,Yoga Mat,8,640.98,15.55,Credit Card,5127.84,797.38,4330.46
TXN10499,2024-02-09,CUST1032,Suresh Shah,Male,23,Kolkata,Sports,Cricket Bat,8,2278.14,29.24,Net Banking,18225.12,5329.03,12896.09
TXN14845,2024-03-14,CUST1090,Riya Pandey,Female,46,Bangalore,Groceries,Sugar (5 kg),5,217.74,12.44,Cash,1088.7,135.43,953.27
TXN13059,2024-07-28,CUST1076,Sunita Verma,Female,29,Mumbai,Clothing,Men's T-Shirt,6,1030.88,25.5,Debit Card,6185.28,1577.25,4608.03
TXN18171,2024-08-18,CUST1127,Rohit Pandey,Male,41,Jaipur,Home & Kitchen,Bedsheet Set,7,1775.04,3.6,Wallet,12425.28,447.31,11977.97
TXN15228,2024-09-16,CUST1046,Kavya Chaudhary,Female,55,Chennai,Electronics,Tablet,2,38966.35,8.37,Net Banking,77932.7,6522.97,71409.73
TXN18041,2024-02-23,CUST1190,Ananya Agarwal,Female,62,Kolkata,Sports,Badminton Set,7,931.16,0.33,Cash,6518.12,21.51,6496.61
TXN13781,2024-01-12,CUST1112,Rajesh Tiwari,Male,53,Pune,Electronics,Tablet,8,23377.94,22.51,Wallet,187023.52,42098.99,144924.53
TXN16482,2024-01-04,CUST1098,Vivaan Shah,Male,21,Chennai,Electronics,Laptop,10,83935.82,16.6,Net Banking,839358.2,139333.46,700024.74
TXN16459,2024-11-26,CUST1120,Amit Yadav,Male,48,Hyderabad,Electronics,Earphones,9,4684.03,16.22,UPI,42156.27,6837.75,35318.52
TXN14074,2024-03-22,CUST1124,Meera Patel,Female,31,Bangalore,Electronics,Smartwatch,1,10582.63,26.19,Credit Card,10582.63,2771.59,7811.04
TXN19273,2024-02-26,CUST1126,Anjali Mishra,Female,34,Hyderabad,Toys,Doll,1,954.5,23.52,Debit Card,954.5,224.5,730.0
TXN10138,2024-09-10,CUST1066,Saanvi Tiwari,Female,31,Kolkata,Electronics,Smartwatch,8,12408.53,21.88,Net Banking,99268.24,21719.89,77548.35
TXN19231,2024-07-02,CUST1057,Nisha Yadav,Female,19,Jaipur,Home & Kitchen,Bedsheet Set,8,1258.98,1.84,Credit Card,10071.84,185.32,9886.52
TXN12512,2024-07-28,CUST1019,Kavya Yadav,Female,60,Jaipur,Toys,Puzzle Set,10,657.8,19.99,UPI,6578.0,1314.94,5263.06
TXN17281,2024-02-05,CUST1065,Sai Agarwal,Male,21,Surat,Toys,Doll,2,476.25,25.77,Cash,952.5,245.46,707.04
TXN18435,2024-09-05,CUST1183,Pihu Shah,Female,34,Bangalore,Sports,Dumbbells,5,2004.01,14.02,Debit Card,10020.05,1404.81,8615.24
TXN10559,2024-08-12,CUST1180,Lakshmi Joshi,Female,42,Chennai,Clothing,Jacket,6,2702.96,5.69,Wallet,16217.76,922.79,15294.97
TXN12110,2024-05-22,CUST1021,Amit Bose,Male,36,Kolkata,Electronics,Laptop,10,50991.96,11.4,UPI,509919.6,58130.83,451788.77
TXN19859,2024-11-25,CUST1094,Kavya Agarwal,Female,43,Jaipur,Beauty,Perfume,1,657.91,27.63,Net Banking,657.91,181.78,476.13
TXN19288,2024-08-18,CUST1111,Amit Rao,Male,40,Mumbai,Sports,Badminton Set,1,959.77,29.01,Cash,959.77,278.43,681.34
TXN15793,2024-03-02,CUST1188,Ayaan Reddy,Male,52,Kolkata,Toys,Remote Car,9,1609.56,16.17,Net Banking,14486.04,2342.39,12143.65
TXN17237,2024-10-25,CUST1072,Deepak Sharma,Male,27,Jaipur,Electronics,Earphones,10,4132.8,13.64,Cash,41328.0,5637.14,35690.86
TXN14935,2024-08-28,CUST1073,Nisha Rao,Female,45,Hyderabad,Groceries,Cooking Oil,9,321.91,1.67,Credit Card,2897.19,48.38,2848.81
TXN19127,2024-05-09,CUST1078,Ananya Chaudhary,Female,62,Bangalore,Beauty,Lipstick,7,445.95,0.65,Credit Card,3121.65,20.29,3101.36
TXN17490,2024-01-21,CUST1031,Ayaan Reddy,Male,37,Surat,Home & Kitchen,Pressure Cooker,2,1027.74,19.93,UPI,2055.48,409.66,1645.82
TXN11258,2024-10-16,CUST1023,Ayaan Mehta,Male,56,Jaipur,Toys,Doll,5,557.8,22.19,Debit Card,2789.0,618.88,2170.12
TXN18460,2024-10-27,CUST1050,Ananya Chaudhary,Female,41,Surat,Groceries,Flour (10 kg),3,586.94,28.34,Wallet,1760.82,499.02,1261.8
TXN12908,2024-01-30,CUST1020,Priya Kumar,Female,53,Chennai,Clothing,Men's T-Shirt,1,681.51,5.8,Debit Card,681.51,39.53,641.98
TXN16098,2024-07-03,CUST1031,Vihaan Chaudhary,Male,25,Pune,Beauty,Perfume,8,1850.19,1.3,UPI,14801.52,192.42,14609.1
TXN10557,2024-08-20,CUST1147,Arjun Srivastava,Male,36,Kolkata,Sports,Dumbbells,8,1464.54,16.43,Debit Card,11716.32,1924.99,9791.33
TXN10257,2024-07-03,CUST1079,Rohit Patel,Male,43,Jaipur,Sports,Badminton Set,8,927.86,9.49,Cash,7422.88,704.43,6718.45
TXN15209,2024-10-16,CUST1054,Krishna Rao,Male,23,Bangalore,Books,Fiction Novel,7,234.0,26.26,Debit Card,1638.0,430.14,1207.86
TXN10561,2024-12-21,CUST1137,Sunita Rao,Female,55,Pune,Sports,Dumbbells,3,2229.06,27.27,Cash,6687.18,1823.59,4863.59
TXN16820,2024-01-06,CUST1046,Meera Reddy,Female,62,Surat,Groceries,Flour (10 kg),3,418.09,6.84,UPI,1254.27,85.79,1168.48
TXN19515,2024-03-06,CUST1059,Reyansh Pandey,Male,63,Jaipur,Toys,Puzzle Set,2,1340.47,6.34,UPI,2680.94,169.97,2510.97
TXN15466,2024-06-13,CUST1132,Aditya Reddy,Male,47,Kolkata,Books,Fiction Novel,1,524.0,13.99,Cash,524.0,73.31,450.69
TXN15251,2024-03-02,CUST1185,Riya Nair,Female,36,Kolkata,Electronics,Earphones,4,1669.44,7.63,Cash,6677.76,509.51,6168.25
TXN16583,2024-09-13,CUST1022,Pooja Verma,Female,22,Hyderabad,Sports,Yoga Mat,3,591.59,13.63,Debit Card,1774.77,241.9,1532.87
TXN19480,2024-09-01,CUST1129,Aadhya Gupta,Female,49,Surat,Electronics,Earphones,9,4688.37,5.33,Net Banking,42195.33,2249.01,39946.32
TXN14582,2024-06-18,CUST1132,Vikram Gupta,Male,65,Jaipur,Home & Kitchen,Water Bottle,5,220.94,19.53,Wallet,1104.7,215.75,888.95
TXN11625,2024-09-21,CUST1008,Rohit Mishra,Male,53,Surat,Clothing,Saree,10,3369.23,16.0,Credit Card,33692.3,5390.77,28301.53
TXN13491,2024-05-25,CUST1065,Deepak Kumar,Male,54,Bangalore,Home & Kitchen,Curtains,8,587.14,18.62,Credit Card,4697.12,874.6,3822.52
TXN15748,2024-03-30,CUST1115,Kiran Patel,Female,36,Hyderabad,Groceries,Pulses (1 kg),9,81.08,2.47,Debit Card,729.72,18.02,711.7
TXN13790,2024-03-03,CUST1051,Kiran Chaudhary,Female,62,Chennai,Clothing,Jeans,6,950.96,29.61,Debit Card,5705.76,1689.48,4016.28
TXN17916,2024-05-25,CUST1075,Aadhya Gupta,Female,62,Mumbai,Beauty,Perfume,4,1518.76,28.84,Net Banking,6075.04,1752.04,4323.0
TXN10427,2024-01-21,CUST1023,Pooja Nair,Female,36,Jaipur,Toys,Puzzle Set,1,1390.18,26.53,Credit Card,1390.18,368.81,1021.37
TXN13002,2024-03-26,CUST1062,Meera Sharma,Female,51,Ahmedabad,Toys,Doll,1,1026.41,24.95,Cash,1026.41,256.09,770.32
TXN19383,2024-01-29,CUST1001,Anjali Bose,Female,22,Ahmedabad,Toys,Doll,2,689.66,3.86,Credit Card,1379.32,53.24,1326.08
TXN17203,2024-09-16,CUST1031,Suresh Joshi,Male,48,Bangalore,Clothing,Saree,8,5060.83,25.41,UPI,40486.64,10287.66,30198.98
TXN12538,2024-09-19,CUST1038,Aadhya Verma,Female,65,Pune,Books,Self-Help Book,9,413.11,27.29,Credit Card,3717.99,1014.64,2703.35
TXN15986,2024-10-20,CUST1022,Reyansh Singh,Male,38,Kolkata,Toys,Doll,7,898.34,5.59,Net Banking,6288.38,351.52,5936.86
TXN13533,2024-03-01,CUST1124,Reyansh Kumar,Male,57,Jaipur,Sports,Football,6,710.76,24.6,Credit Card,4264.56,1049.08,3215.48
TXN14478,2024-05-31,CUST1099,Reyansh Joshi,Male,61,Surat,Clothing,Jacket,2,2215.2,10.42,Cash,4430.4,461.65,3968.75
TXN10875,2024-05-19,CUST1066,Amit Yadav,Male,27,Jaipur,Groceries,Pulses (1 kg),1,120.98,27.81,Cash,120.98,33.64,87.34
TXN17740,2024-07-19,CUST1016,Kavya Shah,Female,59,Kolkata,Toys,Board Game,1,1364.93,17.21,Debit Card,1364.93,234.9,1130.03
TXN15440,2024-09-27,CUST1058,Sai Shah,Male,26,Mumbai,Sports,Yoga Mat,6,475.89,19.2,Credit Card,2855.34,548.23,2307.11
TXN18781,2024-12-22,CUST1190,Sneha Mehta,Female,62,Hyderabad,Beauty,Shampoo,9,526.51,12.08,Cash,4738.59,572.42,4166.17
TXN16825,2024-05-02,CUST1163,Riya Joshi,Female,62,Delhi,Groceries,Flour (10 kg),6,569.63,14.43,Cash,3417.78,493.19,2924.59
TXN10971,2024-03-22,CUST1180,Vivaan Yadav,Male,40,Ahmedabad,Home & Kitchen,Water Bottle,6,240.56,12.49,Cash,1443.36,180.28,1263.08
TXN12014,2024-08-16,CUST1019,Riya Mehta,Female,57,Surat,Toys,Doll,3,1095.29,1.87,Debit Card,3285.87,61.45,3224.42
TXN14826,2024-03-05,CUST1095,Neha Rao,Female,60,Delhi,Toys,Remote Car,6,2307.61,7.35,Debit Card,13845.66,1017.66,12828.0
TXN17830,2024-03-07,CUST1124,Ayaan Kumar,Male,41,Surat,Beauty,Shampoo,1,536.03,2.1,Credit Card,536.03,11.26,524.77
TXN18969,2024-01-18,CUST1109,Riya Tiwari,Female,25,Mumbai,Home & Kitchen,Mixer Grinder,4,3269.74,11.21,Debit Card,13078.96,1466.15,11612.81
TXN16841,2024-04-22,CUST1061,Lakshmi Shah,Female,61,Delhi,Clothing,Saree,4,5060.53,12.49,Wallet,20242.12,2528.24,17713.88
TXN15554,2024-05-21,CUST1022,Deepak Nair,Male,22,Hyderabad,Clothing,Jacket,6,2827.43,9.83,Wallet,16964.58,1667.62,15296.96
TXN18620,2024-07-12,CUST1039,Geeta Joshi,Female,37,Mumbai,Toys,Board Game,7,828.31,11.02,Cash,5798.17,638.96,5159.21
TXN13437,2024-10-09,CUST1188,Kavya Kumar,Female,55,Surat,Beauty,Lipstick,10,938.02,12.31,Wallet,9380.2,1154.7,8225.5
TXN17005,2024-08-09,CUST1185,Pooja Chaudhary,Female,27,Kolkata,Sports,Football,10,951.74,22.88,Credit Card,9517.4,2177.58,7339.82
TXN11053,2024-05-26,CUST1071,Pihu Mehta,Female,31,Kolkata,Books,Self-Help Book,6,396.99,13.41,UPI,2381.94,319.42,2062.52
TXN16261,2024-08-05,CUST1075,Amit Kumar,Male,63,Hyderabad,Home & Kitchen,Curtains,2,404.25,21.6,Wallet,808.5,174.64,633.86
TXN17170,2024-12-16,CUST1154,Kavya Reddy,Female,44,Pune,Clothing,Women's Kurti,7,1591.93,16.9,UPI,11143.51,1883.25,9260.26
TXN15231,2024-08-19,CUST1179,Arjun Nair,Male,50,Mumbai,Home & Kitchen,Curtains,3,859.14,18.36,Net Banking,2577.42,473.21,2104.21
TXN10509,2024-05-26,CUST1058,Sneha Kumar,Female,65,Hyderabad,Sports,Football,8,1678.5,27.89,Cash,13428.0,3745.07,9682.93
TXN10871,2024-10-07,CUST1163,Vihaan Pandey,Male,41,Delhi,Books,Self-Help Book,6,405.63,15.66,Net Banking,2433.78,381.13,2052.65
TXN12675,2024-05-02,CUST1142,Riya Shah,Female,43,Ahmedabad,Groceries,Rice (5 kg),4,403.67,23.55,UPI,1614.68,380.26,1234.42
TXN13831,2024-09-21,CUST1016,Priya Singh,Female,25,Chennai,Toys,Doll,3,582.81,12.04,UPI,1748.43,210.51,1537.92
TXN17518,2024-12-05,CUST1084,Aadhya Chaudhary,Female,30,Mumbai,Home & Kitchen,Curtains,8,422.74,29.59,Debit Card,3381.92,1000.71,2381.21
TXN18210,2024-05-20,CUST1029,Rahul Mehta,Male,42,Hyderabad,Home & Kitchen,Curtains,2,1295.14,0.44,UPI,2590.28,11.4,2578.88
TXN11286,2024-03-12,CUST1035,Kavya Shah,Female,29,Surat,Electronics,Tablet,4,24338.08,2.25,Cash,97352.32,2190.43,95161.89
TXN10868,2024-05-10,CUST1142,Aadhya Gupta,Female,62,Chennai,Toys,Remote Car,3,2244.92,8.81,Net Banking,6734.76,593.33,6141.43
TXN10909,2024-10-07,CUST1196,Aditya Gupta,Male,23,Mumbai,Groceries,Rice (5 kg),10,401.99,6.43,Debit Card,4019.9,258.48,3761.42
TXN13330,2024-10-10,CUST1009,Suresh Pandey,Male,58,Kolkata,Books,Fiction Novel,8,385.95,20.76,Net Banking,3087.6,640.99,2446.61
TXN17036,2024-11-20,CUST1141,Ayaan Reddy,Male,27,Delhi,Books,Textbook,10,419.62,13.12,Credit Card,4196.2,550.54,3645.66
TXN14030,2024-04-04,CUST1001,Arjun Srivastava,Male,32,Jaipur,Electronics,Smartphone,3,40522.79,29.43,UPI,121568.37,35777.57,85790.8
TXN17289,2024-10-23,CUST1153,Meera Gupta,Female,46,Hyderabad,Home & Kitchen,Mixer Grinder,4,3431.2,19.15,Wallet,13724.8,2628.3,11096.5
TXN13951,2024-05-27,CUST1015,Priya Verma,Female,22,Chennai,Beauty,Perfume,6,1580.11,25.76,Wallet,9480.66,2442.22,7038.44
TXN18381,2024-02-26,CUST1167,Kiran Nair,Female,49,Hyderabad,Sports,Football,4,1578.63,25.88,Net Banking,6314.52,1634.2,4680.32
TXN10841,2024-06-03,CUST1195,Ananya Mishra,Female,47,Pune,Books,Comic Book,8,224.94,25.7,Debit Card,1799.52,462.48,1337.04
TXN12657,2024-10-01,CUST1127,Pihu Kumar,Female,41,Ahmedabad,Groceries,Flour (10 kg),7,518.92,14.85,Wallet,3632.44,539.42,3093.02
TXN17799,2024-02-11,CUST1039,Aarav Tiwari,Male,51,Hyderabad,Groceries,Sugar (5 kg),4,162.8,16.84,Wallet,651.2,109.66,541.54
TXN18410,2024-10-28,CUST1041,Arjun Sharma,Male,32,Jaipur,Clothing,Jacket,9,4275.28,5.31,Credit Card,38477.52,2043.16,36434.36
TXN17018,2024-05-01,CUST1022,Rajesh Joshi,Male,62,Kolkata,Beauty,Perfume,5,1671.79,27.1,Credit Card,8358.95,2265.28,6093.67
TXN12949,2024-10-23,CUST1085,Aadhya Gupta,Female,48,Pune,Groceries,Sugar (5 kg),6,188.83,6.11,Cash,1132.98,69.23,1063.75
TXN11577,2024-05-16,CUST1124,Pihu Rao,Female,47,Jaipur,Sports,Football,4,1797.84,20.77,Credit Card,7191.36,1493.65,5697.71
TXN12715,2024-03-05,CUST1006,Sai Chaudhary,Male,45,Chennai,Toys,Puzzle Set,5,835.25,24.74,Cash,4176.25,1033.2,3143.05
TXN16393,2024-02-25,CUST1104,Meera Yadav,Female,21,Ahmedabad,Beauty,Perfume,10,2965.67,8.77,Credit Card,29656.7,2600.89,27055.81
TXN17316,2024-11-11,CUST1016,Pooja Verma,Female,58,Chennai,Clothing,Jeans,7,1049.07,10.41,Net Banking,7343.49,764.46,6579.03
TXN18300,2024-09-21,CUST1173,Geeta Patel,Female,33,Chennai,Books,Textbook,4,994.65,20.97,Net Banking,3978.6,834.31,3144.29
TXN15819,2024-12-06,CUST1185,Rahul Singh,Male,28,Mumbai,Beauty,Lipstick,3,523.56,1.16,UPI,1570.68,18.22,1552.46
TXN14210,2024-07-23,CUST1087,Rohit Agarwal,Male,49,Chennai,Beauty,Shampoo,10,251.46,19.95,Net Banking,2514.6,501.66,2012.94
TXN12003,2024-09-03,CUST1183,Reyansh Pandey,Male,56,Ahmedabad,Groceries,Pulses (1 kg),5,170.58,25.05,Cash,852.9,213.65,639.25
TXN11505,2024-12-09,CUST1063,Aarav Yadav,Male,29,Jaipur,Books,Children Book,10,265.67,23.12,UPI,2656.7,614.23,2042.47
TXN11483,2024-02-01,CUST1078,Ishaan Sharma,Male,27,Surat,Groceries,Flour (10 kg),2,450.22,9.34,Cash,900.44,84.1,816.34
TXN17195,2024-08-08,CUST1057,Rohit Reddy,Male,39,Jaipur,Groceries,Sugar (5 kg),10,227.87,10.15,Debit Card,2278.7,231.29,2047.41
TXN10141,2024-11-13,CUST1165,Lakshmi Reddy,Female,56,Pune,Groceries,Sugar (5 kg),4,187.46,9.55,UPI,749.84,71.61,678.23
TXN14670,2024-09-15,CUST1175,Reyansh Patel,Male,53,Pune,Electronics,Earphones,6,4180.46,3.01,Wallet,25082.76,754.99,24327.77
TXN11645,2024-01-05,CUST1184,Reyansh Rao,Male,38,Bangalore,Beauty,Shampoo,2,404.18,18.58,Credit Card,808.36,150.19,658.17
TXN19938,2024-08-07,CUST1136,Deepak Bose,Male,54,Chennai,Sports,Dumbbells,10,1253.83,9.61,Net Banking,12538.3,1204.93,11333.37
TXN13305,2024-11-08,CUST1129,Vihaan Gupta,Male,26,Jaipur,Toys,Remote Car,8,1441.93,10.55,Wallet,11535.44,1216.99,10318.45
TXN17846,2024-11-09,CUST1014,Riya Chaudhary,Female,54,Ahmedabad,Electronics,Smartphone,1,43305.02,22.51,Cash,43305.02,9747.96,33557.06
TXN16051,2024-01-06,CUST1153,Arjun Bose,Male,58,Mumbai,Sports,Yoga Mat,7,789.15,2.98,Wallet,5524.05,164.62,5359.43
TXN19301,2024-03-23,CUST1161,Suresh Reddy,Male,59,Kolkata,Toys,Doll,3,1001.05,10.97,Debit Card,3003.15,329.45,2673.7
TXN12249,2024-06-14,CUST1108,Anjali Mishra,Female,31,Hyderabad,Sports,Cricket Bat,1,2631.14,15.45,Net Banking,2631.14,406.51,2224.63
TXN18261,2024-06-11,CUST1062,Arjun Mehta,Male,30,Bangalore,Books,Textbook,10,1091.66,9.88,Credit Card,10916.6,1078.56,9838.04
TXN18492,2024-01-27,CUST1044,Diya Mehta,Female,51,Surat,Beauty,Shampoo,6,602.89,25.98,Wallet,3617.34,939.78,2677.56
TXN13110,2024-03-15,CUST1124,Aarav Chaudhary,Male,49,Bangalore,Clothing,Jeans,3,1717.73,18.53,Net Banking,5153.19,954.89,4198.3
TXN18715,2024-07-04,CUST1018,Deepak Yadav,Male,61,Chennai,Sports,Football,3,1697.17,1.42,Cash,5091.51,72.3,5019.21
TXN19721,2024-10-21,CUST1122,Aarav Srivastava,Male,46,Hyderabad,Home & Kitchen,Pressure Cooker,7,1796.78,14.15,Debit Card,12577.46,1779.71,10797.75
TXN17711,2024-03-15,CUST1007,Meera Reddy,Female,25,Kolkata,Beauty,Face Cream,9,329.63,14.11,Wallet,2966.67,418.6,2548.07
TXN14407,2024-11-24,CUST1097,Rajesh Rao,Male,34,Mumbai,Clothing,Jacket,7,1842.81,11.05,UPI,12899.67,1425.41,11474.26
TXN11571,2024-12-12,CUST1042,Ayaan Nair,Male,57,Hyderabad,Groceries,Sugar (5 kg),4,241.71,16.66,Debit Card,966.84,161.08,805.76
TXN18053,2024-10-05,CUST1109,Sneha Pandey,Female,57,Kolkata,Books,Children Book,10,168.82,1.76,Debit Card,1688.2,29.71,1658.49
TXN12344,2024-03-31,CUST1093,Sai Joshi,Male,54,Bangalore,Sports,Football,3,991.39,22.43,UPI,2974.17,667.11,2307.06
TXN10672,2024-06-15,CUST1004,Pihu Singh,Female,51,Hyderabad,Electronics,Tablet,5,23316.86,7.49,Wallet,116584.3,8732.16,107852.14
